mse0,classerr0,mse1,classerr1,mse2,classerr2,mse3,classerr3,mse4,classerr4
0.321697671104,0.35,0.0197493636058,0.025,0.00183178594292,0.0,0.022615576897,0.0333333333333,0.0167394427812,0.025
0.279216489162,0.425,0.0197138018313,0.025,0.00171722986475,0.0,0.0200033078926,0.0416666666667,0.0110444927823,0.025
0.282487026998,0.433333333333,0.0196790434616,0.025,0.00173128596412,0.0,0.0199243505628,0.0333333333333,0.0103717709899,0.025
0.281902693671,0.433333333333,0.0196465510926,0.025,0.00173023585235,0.0,0.0198452151609,0.0333333333333,0.00999623516075,0.025
0.280589475891,0.441666666667,0.0196158826807,0.025,0.00172284032715,0.0,0.0197735143739,0.0333333333333,0.00965911351577,0.0166666666667
0.27871858492,0.433333333333,0.0195867585143,0.025,0.00171417701714,0.0,0.0197074772525,0.0333333333333,0.00933592214055,0.0166666666667
0.276137560532,0.433333333333,0.0195589834079,0.025,0.00170556498672,0.0,0.0196459576176,0.0333333333333,0.00902571726433,0.00833333333333
0.272593022304,0.433333333333,0.019532410329,0.025,0.00169726879145,0.0,0.0195881858818,0.0333333333333,0.00872933570679,0.00833333333333
0.267789698724,0.425,0.0195069222464,0.025,0.00168930472071,0.0,0.0195336355492,0.0333333333333,0.00844745181321,0.00833333333333
0.261482933472,0.425,0.0194824223405,0.025,0.00168163919665,0.0,0.019481938876,0.0333333333333,0.0081804552708,0.00833333333333
0.253632630337,0.391666666667,0.0194588283459,0.025,0.00167423436311,0.0,0.0194328330541,0.0333333333333,0.00792847573215,0.00833333333333
0.244565860335,0.383333333333,0.0194360690636,0.025,0.00166705728244,0.0,0.019386125414,0.0333333333333,0.00769141903913,0.00833333333333
0.235016784769,0.35,0.0194140820708,0.025,0.00166008080997,0.0,0.0193416705977,0.0333333333333,0.00746900457968,0.00833333333333
0.225864037906,0.3,0.0193928121289,0.025,0.00165328278243,0.0,0.0192993553671,0.0333333333333,0.00726080199736,0.00833333333333
0.217665505174,0.291666666667,0.0193722100152,0.025,0.00164664503878,0.0,0.0192590883621,0.0333333333333,0.00706626609374,0.00833333333333
0.210503908986,0.283333333333,0.0193522316298,0.025,0.00164015258215,0.0,0.0192207931231,0.0333333333333,0.00688476897888,0.0
0.204216999756,0.258333333333,0.0193328372878,0.025,0.00163379291421,0.0,0.0191844033002,0.0333333333333,0.00671562876283,0.0
0.19862188071,0.258333333333,0.0193139911436,0.025,0.00162755551686,0.0,0.0191498593522,0.0333333333333,0.00655813433252,0.0
0.193584642006,0.25,0.0192956607138,0.025,0.00162143145012,0.0,0.0191171062704,0.0333333333333,0.00641156600213,0.0
0.189011721066,0.233333333333,0.0192778164755,0.025,0.00161541304004,0.0,0.0190860920175,0.0333333333333,0.00627521204762,0.0
0.184831500794,0.208333333333,0.019260431525,0.0333333333333,0.00160949363556,0.0,0.0190567664667,0.0333333333333,0.00614838132532,0.0
0.180984398512,0.2,0.0192434812846,0.0333333333333,0.0016036674186,0.0,0.0190290806941,0.0333333333333,0.00603041232346,0.0
0.177419185761,0.2,0.0192269432495,0.0333333333333,0.00159792925494,0.0,0.0190029865203,0.0333333333333,0.00592067909812,0.0
0.174091511535,0.191666666667,0.0192107967677,0.0333333333333,0.0015922745766,0.0,0.0189784362275,0.0333333333333,0.00581859460092,0.0
0.170962818627,0.166666666667,0.0191950228486,0.0333333333333,0.00158669928868,0.0,0.0189553823997,0.0333333333333,0.00572361191936,0.0
0.167999267999,0.15,0.0191796039944,0.0333333333333,0.00158119969492,0.0,0.0189337778493,0.0333333333333,0.00563522392858,0.0
0.165170737278,0.141666666667,0.0191645240524,0.0333333333333,0.00157577243814,0.0,0.0189135756019,0.0333333333333,0.00555296180612,0.0
0.162449993703,0.133333333333,0.0191497680844,0.0333333333333,0.00157041445197,0.0,0.018894728922,0.0333333333333,0.00547639279813,0.0
0.15981208024,0.133333333333,0.0191353222514,0.0333333333333,0.00156512292169,0.0,0.0188771913626,0.0333333333333,0.00540511755578,0.0
0.157233901217,0.116666666667,0.0191211737106,0.0333333333333,0.00155989525206,0.0,0.0188609168321,0.0333333333333,0.00533876729093,0.0
0.154693966796,0.116666666667,0.0191073105243,0.0333333333333,0.00155472904075,0.0,0.0188458596689,0.0333333333333,0.00527700093552,0.0
0.152172247663,0.108333333333,0.0190937215789,0.0333333333333,0.00154962205623,0.0,0.0188319747195,0.0333333333333,0.00521950243286,0.0
0.149650094721,0.108333333333,0.0190803965111,0.0333333333333,0.00154457221921,0.0,0.0188192174169,0.025,0.00516597824175,0.0
0.147110188794,0.108333333333,0.0190673256437,0.0333333333333,0.00153957758684,0.0,0.0188075438562,0.025,0.00511615509714,0.0
0.144536499945,0.1,0.019054499926,0.0333333333333,0.00153463633938,0.0,0.0187969108653,0.025,0.00506977804273,0.0
0.14191425347,0.1,0.0190419108819,0.0333333333333,0.00152974676854,0.0,0.0187872760715,0.025,0.00502660873054,0.0
0.139229918239,0.1,0.0190295505616,0.0333333333333,0.00152490726757,0.0,0.0187785979605,0.025,0.00498642396889,0.0
0.136471250235,0.1,0.0190174114993,0.0333333333333,0.00152011632245,0.0,0.0187708359306,0.025,0.0049490144924,0.0
0.133627436705,0.1,0.0190054866738,0.0333333333333,0.00151537250422,0.0,0.0187639503386,0.025,0.00491418392323,0.0
0.130689389742,0.0916666666667,0.0189937694737,0.0333333333333,0.0015106744622,0.0,0.0187579025406,0.025,0.00488174789263,0.0
0.127650227343,0.0916666666667,0.0189822536652,0.0333333333333,0.00150602091792,0.0,0.0187526549254,0.025,0.00485153329258,0.0
0.124505949681,0.0916666666667,0.0189709333633,0.0333333333333,0.00150141065975,0.0,0.0187481709424,0.025,0.00482337763059,0.0
0.121256265497,0.0916666666667,0.0189598030054,0.0333333333333,0.00149684253797,0.0,0.0187444151228,0.025,0.00479712846388,0.0
0.117905451991,0.0916666666667,0.0189488573269,0.0333333333333,0.00149231546044,0.0,0.0187413530962,0.025,0.00477264289321,0.0
0.114463057926,0.075,0.0189380913398,0.0333333333333,0.0014878283886,0.0,0.0187389516006,0.025,0.00474978710023,0.0
0.110944215359,0.075,0.0189275003122,0.0333333333333,0.00148338033383,0.0,0.0187371784892,0.025,0.00472843591588,0.0
0.107369348523,0.075,0.0189170797501,0.0333333333333,0.00147897035417,0.0,0.0187360027309,0.025,0.00470847241059,0.0
0.103763180856,0.075,0.018906825381,0.0333333333333,0.00147459755131,0.0,0.0187353944078,0.025,0.00468978749943,0.0
0.100153123018,0.075,0.0188967331378,0.0333333333333,0.00147026106776,0.0,0.0187353247088,0.025,0.00467227955804,0.0
0.0965673079067,0.075,0.0188867991455,0.0333333333333,0.00146596008434,0.0,0.018735765919,0.025,0.00465585404636,0.0
0.0930326391933,0.075,0.0188770197075,0.0333333333333,0.00146169381785,0.0,0.0187366914068,0.025,0.00464042313922,0.0
0.0895731909962,0.075,0.0188673912945,0.0333333333333,0.00145746151881,0.0,0.0187380756078,0.025,0.00462590536314,0.0
0.0862091605652,0.0583333333333,0.0188579105326,0.0333333333333,0.00145326246954,0.0,0.0187398940062,0.025,0.00461222523985,0.0
0.0829564064926,0.0583333333333,0.018848574194,0.0333333333333,0.00144909598226,0.0,0.0187421231144,0.025,0.00459931293737,0.0
0.0798264745354,0.0583333333333,0.0188393791874,0.0333333333333,0.00144496139734,0.0,0.0187447404506,0.025,0.00458710392949,0.0
0.0768269545504,0.0583333333333,0.0188303225494,0.0333333333333,0.00144085808173,0.0,0.0187477245143,0.025,0.00457553866495,0.0
0.0739620156949,0.0583333333333,0.0188214014365,0.0333333333333,0.00143678542746,0.0,0.0187510547611,0.025,0.00456456224714,0.0
0.0712330033689,0.0583333333333,0.018812613118,0.0333333333333,0.00143274285022,0.0,0.0187547115762,0.025,0.00455412412563,0.0
0.068639023618,0.0583333333333,0.018803954969,0.0333333333333,0.00142872978809,0.0,0.018758676247,0.025,0.00454417779994,0.0
0.0661774746754,0.0583333333333,0.0187954244642,0.0333333333333,0.00142474570031,0.0,0.0187629309348,0.025,0.00453468053663,0.0
0.0638445077724,0.0583333333333,0.018787019172,0.0333333333333,0.00142079006616,0.0,0.0187674586465,0.025,0.00452559309978,0.0
0.0616354124922,0.0583333333333,0.0187787367494,0.0333333333333,0.00141686238392,0.0,0.0187722432053,0.025,0.00451687949545,0.0
0.0595449291498,0.0583333333333,0.0187705749365,0.0333333333333,0.00141296216983,0.0,0.0187772692221,0.025,0.00450850673006,0.0
0.0575674944881,0.0583333333333,0.0187625315522,0.0333333333333,0.0014090889572,0.0,0.0187825220662,0.025,0.0045004445828,0.0
0.0556974288853,0.0583333333333,0.0187546044899,0.0333333333333,0.00140524229553,0.0,0.0187879878361,0.025,0.00449266539168,0.0
0.0539290740124,0.05,0.0187467917131,0.0333333333333,0.00140142174971,0.0,0.0187936533314,0.025,0.00448514385327,0.0
0.0522568898498,0.0416666666667,0.0187390912519,0.0333333333333,0.00139762689921,0.0,0.0187995060238,0.025,0.00447785683541,0.0
0.0506755194131,0.0333333333333,0.0187315011997,0.0333333333333,0.00139385733742,0.0,0.0188055340295,0.025,0.00447078320269,0.0
0.0491798286412,0.0333333333333,0.0187240197093,0.0333333333333,0.00139011267093,0.0,0.0188117260815,0.025,0.00446390365413,0.0
0.0477649278212,0.025,0.0187166449906,0.0333333333333,0.0013863925189,0.0,0.018818071503,0.025,0.00445720057238,0.0
0.0464261798079,0.025,0.0187093753073,0.0333333333333,0.00138269651249,0.0,0.0188245601809,0.025,0.00445065788409,0.0
0.0451591992129,0.025,0.0187022089741,0.0333333333333,0.00137902429426,0.0,0.0188311825402,0.025,0.00444426093065,0.0
0.0439598457796,0.0166666666667,0.0186951443547,0.0333333333333,0.00137537551767,0.0,0.0188379295192,0.025,0.0044379963489,0.0
0.0428242143206,0.0166666666667,0.018688179859,0.0333333333333,0.00137174984654,0.0,0.0188447925455,0.025,0.00443185196093,0.0
0.041748622917,0.0166666666667,0.0186813139411,0.0333333333333,0.00136814695463,0.0,0.0188517635123,0.025,0.00442581667277,0.0
0.0407296005317,0.0166666666667,0.0186745450974,0.0333333333333,0.00136456652515,0.0,0.0188588347562,0.025,0.00441988038103,0.0
0.0397638747747,0.0166666666667,0.0186678718643,0.0333333333333,0.00136100825036,0.0,0.0188659990352,0.025,0.00441403388711,0.0
0.038848360251,0.0166666666667,0.0186612928165,0.0333333333333,0.00135747183116,0.0,0.0188732495075,0.025,0.00440826881854,0.0
0.0379801477023,0.0166666666667,0.0186548065657,0.0333333333333,0.00135395697672,0.0,0.0188805797119,0.025,0.00440257755669,0.0
0.0371564940088,0.0166666666667,0.0186484117583,0.0333333333333,0.00135046340416,0.0,0.0188879835478,0.025,0.0043969531706,0.0
0.0363748130238,0.0166666666667,0.0186421070745,0.0333333333333,0.00134699083812,0.0,0.0188954552572,0.025,0.00439138935635,0.0
0.0356326671629,0.0166666666667,0.0186358912264,0.0333333333333,0.00134353901055,0.0,0.0189029894064,0.025,0.0043858803816,0.0
0.0349277596457,0.0,0.0186297629572,0.0333333333333,0.00134010766033,0.0,0.0189105808692,0.025,0.00438042103482,0.0
0.0342579272825,0.0,0.0186237210391,0.0333333333333,0.00133669653303,0.0,0.0189182248105,0.025,0.00437500657895,0.0
0.0336211337098,0.0,0.0186177642731,0.0333333333333,0.0013333053806,0.0,0.0189259166709,0.025,0.00436963270904,0.0
0.0330154629877,0.0,0.0186118914871,0.0333333333333,0.00132993396116,0.0,0.0189336521518,0.025,0.00436429551354,0.0
0.0324391134935,0.0,0.0186061015351,0.0333333333333,0.0013265820387,0.0,0.0189414272013,0.025,0.00435899143908,0.0
0.0318903920593,0.0,0.0186003932964,0.0333333333333,0.0013232493829,0.0,0.0189492380007,0.025,0.00435371725819,0.0
0.0313677083195,0.0,0.0185947656741,0.0333333333333,0.00131993576889,0.0,0.0189570809516,0.025,0.00434847004004,0.0
0.0308695692439,0.0,0.0185892175947,0.0333333333333,0.00131664097701,0.0,0.0189649526639,0.025,0.00434324712362,0.0
0.0303945738468,0.0,0.0185837480071,0.0333333333333,0.00131336479267,0.0,0.0189728499441,0.025,0.00433804609343,0.0
0.029941408065,0.0,0.0185783558815,0.0333333333333,0.00131010700611,0.0,0.0189807697846,0.025,0.00433286475722,0.0
0.0295088398068,0.0,0.0185730402092,0.0333333333333,0.00130686741226,0.0,0.0189887093528,0.025,0.00432770112583,0.0
0.0290957141753,0.0,0.0185678000011,0.0333333333333,0.00130364581052,0.0,0.0189966659815,0.025,0.00432255339476,0.0
0.0287009488718,0.0,0.0185626342878,0.0333333333333,0.00130044200465,0.0,0.0190046371596,0.025,0.00431741992747,0.0
0.0283235297834,0.0,0.0185575421182,0.0333333333333,0.00129725580259,0.0,0.0190126205232,0.025,0.00431229924008,0.0
0.0279625067621,0.0,0.0185525225595,0.0333333333333,0.00129408701631,0.0,0.0190206138468,0.025,0.00430718998759,0.0
0.0276169895973,0.0,0.0185475746961,0.0333333333333,0.00129093546165,0.0,0.019028615036,0.025,0.00430209095123,0.0
0.0272861441848,0.0,0.0185426976294,0.0333333333333,0.00128780095823,0.0,0.0190366221195,0.025,0.00429700102701,0.0
0.0269691888928,0.0,0.0185378904768,0.0333333333333,0.0012846833293,0.0,0.0190446332419,0.025,0.00429191921535,0.0
